time,velocity,orientation,acceleration,steering wheel angle,
3,12.625,1.8261,1.5183,-0.003408
3.0101,12.593,1.8298,1.5529,-0.0057896
3.0201,12.436,1.8193,1.5513,-0.0071965
3.0302,12.75,1.8329,1.5287,-0.0034688
3.0402,12.579,1.8289,1.4867,-0.0064868
3.0503,12.595,1.8128,1.4952,-0.0063604
3.0603,12.782,1.8299,1.4689,-0.005437
3.0704,12.776,1.8334,1.5262,-0.005216
3.0804,12.719,1.827,1.5008,-0.0048096
3.0905,12.731,1.8303,1.5123,-0.0071688
3.1005,12.729,1.804,1.4699,-0.0065801
3.1106,12.703,1.8139,1.5334,-0.0081063
3.1206,12.728,1.8158,1.5279,-0.0078064
3.1307,12.801,1.8211,1.4689,-0.0068663
3.1407,12.883,1.8254,1.4366,-0.0072114
3.1508,12.886,1.817,1.4439,-0.0065362
3.1608,12.852,1.8191,1.4587,-0.0080802
3.1709,12.698,1.8228,1.4519,-0.0085745
3.1809,12.85,1.8124,1.4304,-0.010741
3.191,12.661,1.8156,1.4528,-0.010033
3.201,12.885,1.8261,1.4281,-0.010384
3.2111,12.881,1.8346,1.3989,-0.011122
3.2211,12.991,1.8187,1.4222,-0.0065553
3.2312,12.889,1.8182,1.4236,-0.011014
3.2412,12.795,1.801,1.4488,-0.0083931
3.2513,12.869,1.816,1.3936,-0.010715
3.2613,13.045,1.8176,1.414,-0.010526
3.2714,13.02,1.813,1.4144,-0.011757
3.2814,12.884,1.808,1.3423,-0.0117
3.2915,12.939,1.8137,1.4086,-0.012394
3.3015,13.055,1.8014,1.3658,-0.013453
3.3116,12.969,1.8079,1.3788,-0.012066
3.3216,13.159,1.8107,1.4527,-0.01414
3.3317,13.093,1.8087,1.4217,-0.015996
3.3417,13,1.8055,1.397,-0.013586
3.3518,13.04,1.8205,1.3647,-0.01706
3.3618,13.214,1.8134,1.3405,-0.012715
3.3719,13.085,1.8141,1.371,-0.013333
3.3819,13.096,1.8184,1.3488,-0.012384
3.392,13.191,1.8082,1.3136,-0.015892
3.402,13.307,1.7951,1.3451,-0.018966
3.4121,13.28,1.8078,1.3164,-0.014452
3.4221,13.229,1.8081,1.3674,-0.016379
3.4322,13.17,1.8121,1.3187,-0.014404
3.4422,13.134,1.8018,1.3456,-0.012967
3.4523,13.274,1.7942,1.3074,-0.016321
3.4623,13.254,1.7973,1.3187,-0.017841
3.4724,13.242,1.7951,1.3172,-0.017782
3.4824,13.33,1.8048,1.2992,-0.016775
3.4925,13.208,1.8008,1.3636,-0.01876
3.5025,13.291,1.7946,1.3212,-0.019442
3.5126,13.22,1.8083,1.3276,-0.018425
3.5226,13.312,1.8018,1.3482,-0.016369
3.5327,13.218,1.7946,1.2956,-0.017851
3.5427,13.244,1.7876,1.3093,-0.019335
3.5528,13.249,1.7861,1.237,-0.020768
3.5628,13.409,1.7865,1.2439,-0.01947
3.5729,13.442,1.7785,1.1913,-0.018683
3.5829,13.408,1.7875,1.2388,-0.021568
3.593,13.49,1.7823,1.244,-0.020778
3.603,13.399,1.7862,1.2313,-0.019932
3.6131,13.416,1.8048,1.2784,-0.019974
3.6231,13.523,1.7835,1.2187,-0.021226
3.6332,13.412,1.7872,1.2166,-0.020932
3.6432,13.603,1.7832,1.2359,-0.02277
3.6533,13.292,1.8228,1.2047,-0.023078
3.6633,13.599,1.8059,1.2395,-0.021636
3.6734,13.442,1.7854,1.2094,-0.022128
3.6834,13.555,1.7999,1.2528,-0.021654
3.6935,13.549,1.7751,1.2305,-0.0228
3.7035,13.715,1.7688,1.1851,-0.023788
3.7136,13.502,1.7854,1.2229,-0.024054
3.7236,13.587,1.7922,1.223,-0.023581
3.7337,13.626,1.7776,1.2173,-0.024332
3.7437,13.599,1.7765,1.1229,-0.024155
3.7538,13.624,1.7644,1.1672,-0.024673
3.7638,13.648,1.7766,1.1212,-0.022965
3.7739,13.609,1.754,1.2192,-0.025828
3.7839,13.672,1.763,1.1775,-0.026415
3.794,13.667,1.7663,1.1557,-0.027614
3.804,13.766,1.7665,1.126,-0.026032
3.8141,13.525,1.7576,1.1338,-0.028114
3.8241,13.606,1.7502,1.1307,-0.026987
3.8342,13.733,1.766,1.1659,-0.026814
3.8442,13.776,1.7579,1.1482,-0.028638
3.8543,13.716,1.7614,1.1704,-0.027125
3.8643,13.751,1.7414,1.1279,-0.029222
3.8744,13.716,1.756,1.0608,-0.028781
3.8844,13.682,1.7559,1.1482,-0.027435
3.8945,13.759,1.7432,1.1446,-0.029222
3.9045,13.757,1.7479,1.1149,-0.030068
