time,velocity,orientation,acceleration,steering wheel angle,
8,13.334,1.3693,-1.0161,0.045174
8.01,13.358,1.3687,-0.97398,0.052319
8.0201,13.263,1.37,-0.97072,0.044584
8.0301,13.37,1.3922,-0.98988,0.044004
8.0401,13.329,1.3839,-1.0299,0.046942
8.0502,13.187,1.3753,-1.0157,0.042992
8.0602,13.323,1.3887,-1.0389,0.044249
8.0702,13.345,1.3827,-0.97248,0.042453
8.0803,13.285,1.3927,-0.9947,0.04259
8.0903,13.305,1.391,-0.97734,0.047086
8.1003,13.078,1.3881,-1.0177,0.04803
8.1104,13.154,1.3822,-0.94467,0.047542
8.1204,13.162,1.3879,-0.94549,0.045238
8.1304,13.2,1.3968,-1.0037,0.0409
8.1405,13.229,1.4002,-1.0333,0.042937
8.1505,13.152,1.3969,-1.0204,0.044264
8.1605,13.162,1.3939,-0.99957,0.046042
8.1706,13.186,1.4101,-1.0018,0.047045
8.1806,13.092,1.4115,-1.0198,0.048363
8.1906,13.111,1.4093,-0.99082,0.043775
8.2007,13.192,1.4028,-1.0123,0.050008
8.2107,13.256,1.4074,-1.0385,0.048479
8.2207,13.116,1.4014,-1.0085,0.046499
8.2308,13.105,1.4253,-1.0019,0.047317
8.2408,12.954,1.4086,-0.96999,0.045824
8.2508,13.072,1.4228,-1.024,0.043756
8.2609,13.079,1.4216,-0.99725,0.045349
8.2709,13.033,1.4265,-0.99179,0.047243
8.2809,12.984,1.4306,-1.064,0.042608
8.291,13.025,1.438,-0.98788,0.044437
8.301,12.915,1.4291,-1.0288,0.044084
8.311,12.962,1.4288,-1.0098,0.042833
8.3211,12.981,1.4311,-0.92564,0.052154
8.3311,12.961,1.4441,-0.95383,0.046915
8.3411,12.932,1.4498,-0.97519,0.045716
8.3512,13.055,1.444,-1.0048,0.041061
8.3612,12.993,1.447,-1.0257,0.045523
8.3712,12.996,1.45,-0.98805,0.04535
8.3813,13.029,1.4422,-1.0067,0.042749
8.3913,12.941,1.463,-1.0394,0.044672
8.4013,12.829,1.4519,-1.0007,0.044903
8.4114,12.933,1.4523,-1.0264,0.046926
8.4214,12.933,1.4579,-0.96674,0.046839
8.4314,12.963,1.4523,-1.0139,0.042016
8.4415,12.875,1.4496,-0.98006,0.044457
8.4515,12.809,1.4668,-1.0159,0.046459
8.4615,12.831,1.4622,-0.99877,0.044443
8.4716,12.811,1.4709,-0.99535,0.047463
8.4816,12.889,1.4682,-1.0096,0.045754
8.4916,12.853,1.4693,-0.93563,0.040606
8.5017,12.799,1.4708,-0.97599,0.037078
8.5117,12.911,1.4719,-0.96411,0.045713
8.5217,12.854,1.4837,-0.93707,0.037003
8.5318,12.79,1.4757,-0.98837,0.043951
8.5418,12.73,1.4842,-0.96864,0.048208
8.5518,12.714,1.4832,-1.0412,0.043432
8.5619,12.714,1.4913,-1.0288,0.041361
8.5719,12.646,1.4918,-1.0801,0.042826
8.5819,12.718,1.4933,-1.0241,0.04139
8.592,12.672,1.4866,-1.0135,0.042204
8.602,12.701,1.4829,-1.0221,0.045731
8.612,12.855,1.4914,-0.96656,0.039665
8.6221,12.674,1.4986,-1.0256,0.045472
8.6321,12.702,1.4847,-1.0228,0.042784
8.6421,12.666,1.4993,-0.99706,0.03823
8.6522,12.995,1.5023,-1.0255,0.037391
8.6622,12.85,1.4993,-0.98318,0.036575
8.6722,12.676,1.5098,-1.0104,0.037776
8.6823,12.795,1.5002,-0.95887,0.040149
8.6923,12.586,1.5014,-0.97777,0.034134
8.7023,12.535,1.514,-1.0214,0.036785
8.7124,12.676,1.5116,-0.97586,0.041394
8.7224,12.735,1.5176,-0.97067,0.034013
8.7324,12.614,1.5141,-0.97181,0.038966
8.7425,12.607,1.5148,-1.0679,0.034734
8.7525,12.507,1.5215,-1.0154,0.032126
8.7625,12.611,1.5197,-1.0597,0.03718
8.7726,12.423,1.5232,-0.94965,0.037294
8.7826,12.5,1.5219,-0.98924,0.036064
8.7926,12.529,1.5146,-1.0076,0.036291
8.8027,12.533,1.543,-1.0344,0.039056
8.8127,12.46,1.5196,-1.021,0.031552
8.8227,12.4,1.5418,-1.0194,0.030516
8.8328,12.534,1.5318,-0.97654,0.034896
8.8428,12.468,1.5317,-0.99053,0.034946
8.8528,12.499,1.5379,-0.96177,0.037024
8.8629,12.334,1.547,-1.0022,0.030642
8.8729,12.457,1.5435,-1.0691,0.029733
8.8829,12.458,1.5472,-0.97043,0.032586
8.893,12.353,1.5441,-0.96929,0.027333
8.903,12.395,1.5454,-0.99605,0.032848
8.913,12.332,1.5562,-0.98194,0.030483
8.9231,12.305,1.535,-1.0002,0.026993
8.9331,12.473,1.5436,-0.99736,0.029968
8.9431,12.341,1.5381,-1.0034,0.028081
8.9532,12.413,1.5425,-1.0408,0.022998
8.9632,12.339,1.5511,-1.0236,0.028921
8.9732,12.366,1.5685,-1.0701,0.024741
8.9833,12.371,1.542,-0.98777,0.026516
8.9933,12.333,1.5507,-1.0184,0.022207
9.0033,12.302,1.5568,-0.99902,0.024426
9.0134,12.302,1.5466,-0.97888,0.021699
9.0234,12.456,1.5572,-1.0259,0.01347
9.0334,12.398,1.5507,-1.0087,0.025906
9.0435,12.384,1.5584,-0.98462,0.017052
9.0535,12.131,1.5633,-1.0449,0.016395
9.0635,12.387,1.568,-1.0436,0.02327
9.0736,12.325,1.5563,-1.024,0.021634
